location,Price,bedrooms,bathroom,floor,year_of_construction,size,ft_road,Address
Kathmandu,23500000,0,0,N/A,N/A,0-3-1-0 Aana,15 Feet ,"Basundhara, Basundhara, Kathmandu"
Kathmandu,1000000,0,0,N/A,N/A,0-2-2-0 Aana,15 Feet ,"Goldhunga, Goldhunga, Kathmandu"
Kathmandu,42000000,0,0,2.5,N/A,4 Aana,20 Feet ,"Sukedhara Chowk, Sukedhara, Kathmandu"
Bhaktapur,14000000,0,0,N/A,N/A,0-4-5-0 Sq. Feet,13 Feet ,"Bhaktapur, Bhaktapur, Bhaktapur"
Kathmandu,6500000,0,0,N/A,N/A,1000 Sq. Feet,20 Feet ,"Opp. to Boudha Gate, Boudha, Kathmandu"
Kathmandu,1800000,0,0,N/A,N/A,700 Sq. Feet,15 Feet ,"Opp. to Nepal Investment Bank, Putalisadak, Kathmandu"
Kathmandu,2000000,0,0,N/A,N/A,1000 Sq. Feet,15 Feet ,"Opp. to Gopi Krishna Hall, Chabahil, Kathmandu"
Kathmandu,2000000,0,0,N/A,N/A,500 Sq. Feet,20 Feet ,"Civil Mall, 4th floor, Sundhara, Kathmandu"
Lalitpur,9000000,0,0,N/A,N/A,3000 Sq. Feet,20 Feet ,"Dholahiti Chowk, Satdobato, Lalitpur"
Kathmandu,900000,0,0,N/A,N/A,500 Sq. Feet,15 Feet ,"Nearby Krishi Bikash Bank, Jorpati, Kathmandu"
Kathmandu,550000,0,0,N/A,N/A,400 Sq. Feet,15 Feet ,"Park Plazza 1st floor shop no-A11, Newroad, Kathmandu"
Kathmandu,2000000,0,0,N/A,N/A,5 Aana,12 Feet ,"Nearby, Rarahill School, Kirtipur, Kathmandu"
Kathmandu,8500000,2,1,1,N/A,0-3-1-0 Aana,10 Feet ,"Gurujudhara, Gurujudhara, Kathmandu"
Dharan,330000,0,0,N/A,N/A,1 Kattha,20 Feet ,"Nearby, Shyam Chowk, Dharan, Dharan"
Kathmandu,3500000,0,0,N/A,N/A,0-2-5-0 Aana,18 Feet ,"Opposite from Makalu petrol pump, Bafal, Kathmandu"
Rupandehi,325000,0,0,0,N/A,22 Haat,20 Feet ,"Bhalwari, Tilottama, Rupandehi"
Pokhara,175000,0,0,N/A,N/A,30*30 Haat,15 Feet ,"Chautha majari patan, Pokhara, Pokhara"
Bhaktapur,4100000,0,0,N/A,N/A,0-3-1-3 Aana,36 Feet ,"Nearby, Chardobato, Madhyapur Thimi, Bhaktapur"
Chitwan,13500000,3,3,3,N/A,10 Dhur,6 Meter ,"Naurangey, Bharatpur, Chitwan"
Lalitpur,150000000,10,10,4.5,N/A,17 Aana,20 Feet ,"Sanepa, Sanepa, Lalitpur"
Kathmandu,12500000,0,0,N/A,N/A,0-2-5-0 Aana,13 Feet ,"Dhapasi, Dhapasi, Kathmandu"
Lalitpur,18000000,4,5,3,2019,0.3.0.0 Aana,13 Feet ,"Nepal medicity hospital near, Nakkhu, Lalitpur"
Kathmandu,2700000,0,0,N/A,N/A,5 Aana,13 Feet ,"Dhapasi Height, Dhapasi, Kathmandu"
Kathmandu,675000,0,0,N/A,N/A,0-5-3-0 Aana,10 Feet ,"Thali, Jorpati, Kathmandu"
Kathmandu,46000000,0,0,N/A,N/A,8 Aana,13 Feet ,"Baluwatar, Baluwatar, Kathmandu"
Lalitpur,33000000,0,0,3,2016,0-5-1-0 Aana,13 Feet ,"Nepal medicity hospital near, Nakkhu, Lalitpur"
Lalitpur,3200000,0,0,N/A,N/A,21 Aana,12 Feet ,"Nearby, JCB Karkhana, Dhobighat, Lalitpur"
Kathmandu,1900000,0,0,0,N/A,4 Aana,16 Feet ,"Srijana Chowk, Daha Chowk, Chandragiri, Kathmandu"
Kathmandu,19000000,6,3,3,2018,3.2 Aana,0 Feet,"Kavresthali, Balaju, Kavresthali, Kathmandu"
Lalitpur,175000,4,3,2,2046,15000 Sq. Feet,15 Feet ,"Godawari, Godawari, Lalitpur"
Bhaktapur,15,0,0,N/A,N/A,4 Aana,8 Feet ,"10, Sipadol, Bhaktapur"
Kathmandu,30500000,4,4,3,2019,5 Aana,15 Feet ,"NA, Budhanilkantha, Kathmandu"
Lalitpur,1250000,0,0,N/A,N/A,6.5 Aana,13 Feet ,"Nearby Sirutar, Lamatar, Lalitpur"
Makwanpur,15000000,4,3,3,2018,9 Dhur,6 Meter ,"Gardoi, Hetauda, Makwanpur"
Kathmandu,21000000,6,3,2,2072,3 Aana,14 Feet ,"New colony, Sukedhara, Kathmandu"
Lalitpur,6000000,0,0,N/A,N/A,11 Aana,26 Feet,"Nearby Ringroad, Kusunti, Lalitpur"
Lalitpur,22500000,6,3,3,2076,0-3-2-0 Ropani,12 Feet ,"Tikathali, Tikathali, Lalitpur"
Chitwan,23000000,11,6,3,2019,10 Dhur,20 Feet ,"bharattpur-2 aaptari near samata school, Bharatpur, Chitwan"
Kathmandu,33000000,3,4,3,2015,0.3.3.3 Aana,20 Feet ,"NA, Budhanilkantha, Kathmandu"
Butwal,300000,0,0,N/A,N/A,10 Dhur,12 Feet ,"Jogikuti Chowk, Butwal, Butwal"
Bhaktapur,3200000,0,0,N/A,N/A,6 Aana,13 Feet ,"opposite to TB Hospital., Madhyapur Thimi, Bhaktapur"
Kathmandu,2200000,0,0,N/A,N/A,9 Aana,15 Feet ,"Hepali Height, Budhanilkantha, Kathmandu"
Kathmandu,55000000,10,5,N/A,N/A,8 Aana,15 Feet ,"Khursanitar, Lazimpat, Kathmandu"
Kathmandu,2550000,0,0,N/A,N/A,11 Aana,13 Feet ,"Dauba Chowk, Budhanilkantha, Kathmandu"
Kathmandu,40000000,5,4,2.5,N/A,6 Aana,15 Feet ,"Sukedhara, Sukedhara, Kathmandu"
Kathmandu,2600000,0,0,N/A,N/A,14 Aana,13 Feet ,"Budhanilkantha, Budhanilkantha, Kathmandu"
Lalitpur,2350000,0,0,0,N/A,0-3-0-0 Aana,13 Feet ,"Dhapakhel, Dhapakhel, Lalitpur"
Kathmandu,10600000,2,1,1,N/A,3 Aana,10 Feet,"Kapan, Budanilkantha-11, Kapan, Kathmandu"
Kathmandu,35000,0,0,N/A,N/A,3 Aana,0 Feet,"New Baneshwor, Baneshwor, Kathmandu"
Kathmandu,38000,0,0,N/A,N/A,14 Aana,20 Feet,"PEPSICOLA, Pepsicola, Kathmandu"
Illam,1850000,0,0,0,N/A,0-4-2-1 Ropani,16 Feet ,"Fikal, Fikal, Illam"
Nawalparasi,2000000,0,0,N/A,N/A,6 Kattha,6 Meter ,"Shiva Mandir, Kawasoti, Nawalparasi"
Lalitpur,19000000,4,5,3,2019,1900 Sq. Feet,15 Feet ,"Nakkhu Near Medicty Hospital, Bhaisepati, Lalitpur"
Lalitpur,1500000,0,0,N/A,N/A,4 Sq. Feet,12 Feet,"Nagdaha, Dhapakhel, Lalitpur"
Kathmandu,2200000,0,0,N/A,N/A,24 Aana,14 Feet,"Chunikhel, Budhanilkantha, Kathmandu"
Kathmandu,55000000,0,0,3,N/A,8 Sq. Feet,13 Feet,"Panipokhari, Panipokhari, Kathmandu"
Kathmandu,20000000,0,0,N/A,N/A,14 Aana,20 Feet,"Durbar Marg, Durbar Marg, Kathmandu"
Kathmandu,2250000,0,0,N/A,N/A,18 Aana,16 Feet,"Budhanilkantha, Budhanilkantha, Kathmandu"
Lalitpur,2600000,0,0,N/A,N/A,0-5-3-1 Aana,13 Feet,"Fulbari Marg, Bhaisepati, Lalitpur"
Lalitpur,150000000,0,0,5,N/A,17 Aana,20 Feet,"Sanepa, Sanepa, Lalitpur"
Dharan,490000,0,0,N/A,N/A,1 Kattha,30 Feet ,"Nearby, Fusre Camp, Dharan, Dharan"
Bhaktapur,1450000,0,0,0,N/A,0-4-3-0 Ropani,12 Feet ,"Duwakot, Duwakot, Bhaktapur"
Kathmandu,100,0,0,6,2017,75000 Sq. Feet,30 Feet ,"Panchakanya Margh, Guheshwori, Kathmandu"
Kathmandu,39000000,5,2,3,N/A,5 Aana,14 Feet,"Basundhara, Basundhara, Kathmandu"
Kathmandu,39000000,4,4,2,N/A,10 Aana,13 Feet,"Budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,4700000,0,0,N/A,N/A,11 Aana,12 Feet,"Baidhya Chowk, Tripureshwor, Kathmandu"
Kathmandu,110000,3,3,N/A,N/A,1200 Sq. Feet,20 Feet,"Lazimpat, Lazimpat, Kathmandu"
Kathmandu,2800000,0,0,N/A,N/A,4 Aana,15 Feet,"Hattigauda, Hattigauda, Kathmandu"
Kathmandu,26000000,0,0,N/A,N/A,0-6-1-2 Aana,16 Feet,"Taulung, Budhanilkantha, Kathmandu"
Bhaktapur,725000,0,0,N/A,N/A,14 Aana,13 Feet,"Bageshwori, Changunarayan, Bhaktapur"
Lalitpur,180000,2,2,N/A,N/A,1200 Sq. Feet,13 Feet,"Jhamsikhel, Jhamsikhel, Lalitpur"
Lalitpur,125000,6,4,3,2016,3080 Sq. Feet,20 Feet ,"Dhapkhel, Dhapakhel, Lalitpur"
Kathmandu,33000000,0,0,4,N/A,7 Aana,20 Feet,"Ramhiti, Boudha, Kathmandu"
Kathmandu,2100000,0,0,N/A,N/A,0-5-3-1 Aana,0 Feet,"Gongabu Tokha, Tokha, Kathmandu"
Lalitpur,170000,0,0,N/A,N/A,8 Aana,13 Feet,"Kupondole, Kupondole, Lalitpur"
Kathmandu,160000,7,5,3,N/A,8 Aana,13 Feet,"Baluwatar, Baluwatar, Kathmandu"
Kathmandu,24500000,0,0,N/A,N/A,4 Aana,14 Feet,"Bhangal, Bhangal, Kathmandu"
Kathmandu,61500000,0,0,N/A,N/A,18 Aana,15 Feet,"Hattigauda, Hattigauda, Kathmandu"
Kathmandu,70000000,4,5,3,N/A,10 Aana,12 Feet,"Banasthali, Banasthali, Kathmandu"
Kathmandu,1000000,0,0,5,N/A,8 Aana,20 Feet,"Tripureshwor, Tripureshwor, Kathmandu"
Lalitpur,70000000,9,4,4,N/A,1-1-2-0 Ropani,9 Feet,"Nearby Nightingle School, Kupondole, Lalitpur"
Kavre,9000000,7,3,3,N/A,3 Aana,24 Feet,"Panauti, Panauti, Kavre"
Kathmandu,130000,9,3,3,N/A,8 Sq. Feet,12 Feet,"Gongabu, Gongabu, Kathmandu"
Bhaktapur,1200000,0,0,N/A,N/A,0-6-0-0 Aana,0 Feet ,"Katunje, Sallaghari, Bhaktapur"
Kathmandu,1950000,0,0,N/A,N/A,0-4-0-0 Ropani,15 Feet,"Budhanilkantha, Mahankal, Kathmandu"
Kathmandu,30000,2,1,5,2064,850 Sq. Feet,20 Feet ,"Test address, Kuleshwor, Kathmandu"
Kathmandu,35000000,5,4,3,2076,2845 Sq. Feet,12 Feet ,"024, Budhanilkantha, Kathmandu"
Bhaktapur,2200000,0,0,N/A,N/A,04 Aana,13 Feet ,"madhyapur thimi, Madhyapur Thimi, Bhaktapur"
Kathmandu,300000,6,3,3,N/A,1 Ropani,12 Feet ,"Gayanpunj marg, Baluwatar, Kathmandu"
Kathmandu,2500000,0,0,0,N/A,0-3-0 Ropani,10 Feet ,"Nearby Dhaneshor Temple, Baniyatar, Kathmandu"
Kathmandu,25000000,6,0,N/A,2018,4 Aana,16 Feet ,"Banasthali, Banasthali, Kathmandu"
Lalitpur,16000000,0,0,0,N/A,0-3-0-0 Sq. Feet,13 Feet ,"Test address, Tikathali, Lalitpur"
Bhaktapur,16000,1,1,3,N/A,20 Aana,20 Feet ,"Tersatar, Kausaltar, Bhaktapur"
Bara,250000,0,0,0,N/A,0-0-10-0 Dhur,10 Feet ,"Test address, Kalaiya, Bara"
Kathmandu,10500000,2,1,1,2068,3.2 Aana,12 Feet ,"Makalbari, Makalbari, Kathmandu"
Kathmandu,12500000,3,3,3,2074,3 Aana,10 Feet ,"Kapan Gumba, Kapan, Kathmandu"
Lalitpur,22000,3,0,N/A,N/A,500 Sq. Feet,13 Feet,"Kumaripati, Kumaripati, Lalitpur"
Kathmandu,13500000,0,2,N/A,N/A,2-2 Aana,12 Feet,"Bafal, Bafal, Kathmandu"
Lalitpur,1250000,0,0,N/A,N/A,0-8-0-0 Aana,22 Feet ,"Godawari, Godawari, Lalitpur"
Kathmandu,3000000,0,0,N/A,N/A,21 Aana,13 Feet,"Hattigauda, Hattigauda, Kathmandu"
Kathmandu,142500000,42,0,N/A,N/A,7 Aana,22 Feet ,"Budhanilkantha, Budhanilkantha, Kathmandu"
Lalitpur,90000,4,2,N/A,N/A,7 Aana,20 Feet,"Patan Dhoka, Patandokha, Lalitpur"
Kathmandu,150000,5,4,3,N/A,1 Ropani,15 Feet,"Kuleshwor, Kuleshwor, Kathmandu"
Lalitpur,1200000,0,0,N/A,N/A,40 Ropani,20 Feet ,"Godawari, Godawari, Lalitpur"
Kathmandu,250000,5,4,N/A,N/A,25 Aana,13 Feet,"Naxal, Naxal, Kathmandu"
Lalitpur,40000,0,0,N/A,N/A,3 Aana,13 Feet,"Nakkhu, Nakkhu, Lalitpur"
Lalitpur,125000,0,0,N/A,N/A,7 Aana,13 Feet,"Bakhundol, Bakhundol, Lalitpur"
Bhaktapur,900000,0,0,N/A,N/A,9 Ropani,16 Feet ,"Duwakot, Duwakot, Bhaktapur"
Lalitpur,100000,0,0,N/A,N/A,10 Aana,13 Feet,"Kupondole, Kupondole, Lalitpur"
Kathmandu,175000,0,0,N/A,N/A,10 Aana,15 Feet,"Baluwatar, Baluwatar, Kathmandu"
Lalitpur,150000,0,0,N/A,N/A,9 Aana,13 Feet,"Sanepa, Sanepa, Lalitpur"
Kathmandu,125000,6,4,3,N/A,17 Aana,15 Feet,"Khumti, Pasikot, Kathmandu"
Lalitpur,100000,3,3,3,N/A,4 Aana,18 Feet,"Bhaisepati, Bhaisepati, Lalitpur"
Kathmandu,1500000,0,0,N/A,N/A,0-3-0-0 Ropani,12 Feet ,"Nearby Cablecar godam Buspark, Chandragiri, Kathmandu"
Lalitpur,19500000,6,5,3,N/A,4 Aana,14 Feet,"Khumaltar, Khumaltar, Lalitpur"
Lalitpur,97500000,3,0,2,2019,24 Aana,20 Feet ,"La pu na pa Ward no 18, Bhaisepati, Lalitpur"
Kathmandu,38000000,7,4,3,N/A,6.1 Aana,14 Feet,"Kalanki, Kalanki, Kathmandu"
Lalitpur,125000,4,6,3,N/A,16 Aana,14 Feet,"Bhaisepati, Bhaisepati, Lalitpur"
Kathmandu,550000,0,0,N/A,N/A,150 Sq. Feet,15 Feet ,"Nearby Buddha Jyoti School, Dallu, Kathmandu"
Kathmandu,4500000,0,0,N/A,N/A,4 Aana,8 Meter,"Sankhamul, Sankhamul, Kathmandu"
Kathmandu,210000,0,0,5,N/A,4 Aana,20 Feet,"Kalanki, Kalanki, Kathmandu"
Kathmandu,29500000,4,3,3,N/A,7 Aana,20 Feet,"Sita Home Colony, Sitapaila, Kathmandu"
Lalitpur,4500000,0,0,N/A,N/A,3.5 Aana,10 Feet,"Sanepa, Sanepa, Lalitpur"
Kathmandu,14000000,6,0,N/A,N/A,4 Aana,12 Feet ,"Near, Grandy, Tokha, Kathmandu"
Kathmandu,120000,3,3,2,N/A,1385 Sq. Feet,20 Feet,"Nearby Japanese Embassy, Panipokhari, Kathmandu"
Kathmandu,30000,5,0,N/A,N/A,2200 Sq. Feet,15 Feet ,"Behind Nepal electricity authority office, Budhanilkantha, Kathmandu"
Lalitpur,185000,5,5,3,N/A,23 Aana,14 Feet,"Imadol, Imadol, Lalitpur"
Kathmandu,43500000,0,0,3,N/A,3.85 Aana,20 Feet,"Hattisar, Hattisar, Kathmandu"
Lalitpur,2800000,0,0,N/A,N/A,7.1 Aana,20 Feet,"Hattiban, Hattiban, Lalitpur"
Lalitpur,300000,17,5,3,N/A,1 Ropani,14 Feet,"Jhamsikhel, Jhamsikhel, Lalitpur"
Lalitpur,200000,5,4,3,N/A,4 Aana,20 Feet,"Nearby St. Mary School, Jhamsikhel, Lalitpur"
Kathmandu,22000000,10,3,3,N/A,0-3-1-0 Aana,20 Feet,"Boudha, Boudha, Kathmandu"
Biratnagar,1125000,0,0,0,N/A,3 Sq. Feet,20 Feet ,"Test address, Bhaswar Marg, Biratnagar"
Lalitpur,120000,5,3,3,N/A,8 Aana,13 Feet,"Fulbarimarga, Bhaisepati, Lalitpur"
Lalitpur,29500000,3,2,3,2013,6 Aana,18 Feet ,"Civil homes phase 3 Sunakothi, Civil Homes, Lalitpur"
Kathmandu,45000000,5,5,N/A,N/A,0-7-0-0 Aana,12 Feet ,"Dhumbarahi bangalow, Dhumbarahi, Kathmandu"
Bhaktapur,22500000,12,4,4,N/A,4 Aana,20 Feet,"Dadikot, Dadikot, Bhaktapur"
Lalitpur,1600000,0,0,N/A,N/A,16 Aana,20 Feet,"Naghdaha, Naghdaha, Lalitpur"
Kathmandu,3000000,0,0,N/A,N/A,600 Sq. Feet,15 Feet ,"Nearby Antarik Rajeshwor Karyalaya, Thamel, Kathmandu"
Lalitpur,100000,4,3,3,N/A,5 Aana,13 Feet,"Vinayak Colony, Bhaisepati, Lalitpur"
Lalitpur,1700000,0,0,N/A,N/A,400 Sq. Feet,15 Feet ,"Behind Bhimsen Temple, Mangal Bazar, Lalitpur"
Lalitpur,2500000,0,0,N/A,N/A,0-5-3-2 Aana,12 Feet,"Imadol, Imadol, Lalitpur"
Kathmandu,18000000,3,4,3,N/A,3.5 Aana,13 Feet,"Dada Pauwa, Sitapaila, Kathmandu"
Kathmandu,34500000,9,4,4,N/A,6.3 Aana,12 Feet,"Sukedhara, Sukedhara, Kathmandu"
Kathmandu,72500000,7,6,N/A,N/A,14 Aana,20 Feet,"Basundhara, Basundhara, Kathmandu"
Kathmandu,11500000,2,1,1,N/A,3 Aana,13 Feet ,"Nearby, Grandy Hospital, Tokha, Kathmandu"
Kathmandu,27500000,9,7,N/A,N/A,5 Aana,13 Feet,"Lazimpat, Lazimpat, Kathmandu"
Kathmandu,100000,0,0,N/A,N/A,54 Aana,9 Meter ,"pepsi road, Koteshwor, Kathmandu"
Kathmandu,3500000,0,0,N/A,N/A,4 Aana,12 Feet,"pepsi road, Koteshwor, Kathmandu"
Biratnagar,875000,0,0,0,N/A,15 Sq. Feet,40 Feet ,"Test address, Bhaswar Marg, Biratnagar"
Kathmandu,31500000,4,4,N/A,N/A,0-4-0-0 Aana,20 Feet,"Chandol siddhartha colony, Chandol, Kathmandu"
Kathmandu,170000000,0,0,N/A,N/A,19 Aana,20 Feet,"Sukedhara, Sukedhara, Kathmandu"
Kavre,1700000,0,0,N/A,N/A,1-12-0-0 Ropani,14 Feet,"Basghari, Dhulikhel, Kavre"
Kathmandu,7700000,0,2,2,N/A,0-5-5-0 Aana,14 Feet,"30 Okharbot Galli, New Baneshwor, Baneshwor, Kathmandu"
Kathmandu,25000,0,0,N/A,N/A,174.30 Sq. Feet,13 Feet ,"Mahankal, Kapan, Kathmandu"
Pokhara,1100000,0,0,N/A,N/A,20 Haat,20 Feet ,"Near Royal Palm Resort, Chauthe, Pokhara"
Kathmandu,2650000,0,0,N/A,N/A,9.5 Aana,10 Feet ,"Thapa Gaun, Budhanilkantha, Kathmandu"
Kathmandu,6200000,0,0,N/A,N/A,7 Aana,20 Feet ,"Maharajgunj, Maharajgunj, Kathmandu"
Kathmandu,37500000,2,3,3,N/A,5 Aana,14 Feet ,"Basundhara, Basundhara, Kathmandu"
Kathmandu,3800000,0,0,N/A,N/A,12 Aana,15 Feet ,"Ganesh Chowk, Budhanilkantha, Kathmandu"
Kathmandu,32500000,4,3,3,2074,0-4-2-0 Sq. Feet,26 Feet ,"Bhangal, Bhangal, Kathmandu"
Kathmandu,80000,3,3,N/A,2019,0-8-0 Aana,20 Feet ,"Basundara, Basundhara, Kathmandu"
Biratnagar,600000,0,0,0,N/A,17 Dhur,20 Feet ,"Kanchanbari, Bhaswar Marg, Biratnagar"
Kathmandu,1900000,0,0,N/A,N/A,0-7-1-2 Aana,14 Feet ,"Budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,1600000,0,0,N/A,N/A,148 Sq. Meter,10 Feet ,"Nagarjun 2, Nagarjun, Kathmandu"
Lalitpur,1000000,0,0,N/A,N/A,0-8-0-0 Aana,20 Feet ,"Jharuwarasi, Godawari, Lalitpur"
Bhaktapur,2400000,0,0,N/A,N/A,7 Aana,18 Feet,"Sallaghari, Sallaghari, Bhaktapur"
Rupandehi,390000,0,0,0,N/A,3280 Sq. Feet,20 Feet ,"Devdaha municipality, Tilottama, Rupandehi"
Kathmandu,17500000,0,0,3,N/A,4 Aana,16 Feet,"Pasikot, Pasikot, Kathmandu"
Kathmandu,37500000,0,0,3,N/A,6 Aana,20 Feet,"Hattigauda, Hattigauda, Kathmandu"
Dharan,12500000,0,0,2,N/A,16 Dhur,15 Feet ,"Dharan-13, Dharan, Dharan"
Dharan,380000,0,0,N/A,N/A,10 Dhur,15 Feet ,"Deurali path, Dharan, Dharan"
Sunsari,15000000,0,0,3,N/A,15 Dhur,15 Feet ,"Harsala Toll, Tarahara, Sunsari"
Kathmandu,900000,0,0,N/A,N/A,400 Sq. Feet,15 Feet ,"Nearby Nepal National Hospital, Kalanki, Kathmandu"
Lalitpur,1300000,0,0,N/A,N/A,700 Sq. Feet,20 Feet ,"Langankhel Buspark, Lagankhel, Lalitpur"
Kathmandu,1500000,0,0,N/A,N/A,4 Ropani,20 Feet ,"Chovar, Chovar, Kathmandu"
Bhaktapur,25000000,2,1,1,N/A,7 Aana,13 Feet ,"Khalpitar, Balkot, Bhaktapur"
Kathmandu,18000000,0,0,3,N/A,3 Aana,13 Feet,"Hattigauda, Hattigauda, Kathmandu"
Kathmandu,65000,3,3,2,2018,6 Aana,20 Feet ,"Chobhar, Chovar, Kathmandu"
Bhaktapur,2000000,0,0,N/A,N/A,4.5 Aana,15 Feet ,"Sallaghari, Sallaghari, Bhaktapur"
Kathmandu,30000,0,0,N/A,N/A,1000 Sq. Feet,0 Feet,"Kapan, Narayan Chowk, Kapan, Kathmandu"
Kathmandu,25000,2,1,N/A,N/A,700 Aana,15 Feet ,"Machapokhari, Machha Pokhari, Kathmandu"
Nawalparasi,250000,0,0,N/A,N/A,5 Kattha,30 Feet ,"Nawalparasi, Nawalparasi, Nawalparasi"
Lalitpur,22000,3,2,N/A,N/A,1300 Sq. Feet,15 Feet ,"Satdobato, Near BNB Hospital, Satdobato, Lalitpur"
Kathmandu,20000,2,1,N/A,N/A,800 Sq. Feet,15 Feet ,"Samakhusi, Ranibari, Kathmandu"
Kathmandu,4200000,0,0,N/A,N/A,11 Aana,20 Feet ,"Sanobharyang, Sanobharyang, Kathmandu"
Bara,350000,0,0,N/A,N/A,2 Kattha,20 Feet ,"Nijghadh, Nijghadh, Bara"
Kavre,15200000,11,2,3,2018,817 Sq. Feet,10 Feet ,"Dhulikhel near KU, Dhulikhel, Kavre"
Kathmandu,13800000,2,1,N/A,N/A,0-4-3-0 Ropani,12 Feet ,"Budhanilkantha, Pasikot, Kathmandu"
Kathmandu,45000000,4,0,N/A,2018,7-0-2 Aana,20 Feet ,"Hepali height, Basbari, Kathmandu"
Kathmandu,57500000,4,6,3,N/A,7 Aana,20 Feet,"Siddhartha Colony, Budhanilkantha, Kathmandu"
Lalitpur,600000,0,0,N/A,N/A,500 Sq. Feet,15 Feet ,"Gwarko, Gwarko, Lalitpur"
Kathmandu,175000,4,3,2,N/A,12 Aana,13 Feet,"Baluwatar, Baluwatar, Kathmandu"
Lalitpur,700000,0,0,N/A,N/A,600 Sq. Feet,15 Feet ,"Kupondole, Kupondole, Lalitpur"
Kathmandu,1350000,0,0,N/A,N/A,0-2-5-0 Aana,15 Feet ,"Kavresthali, Kavresthali, Kathmandu"
Kathmandu,29000000,8,4,3,2071,0-3-1-2 Aana,20 Feet ,"Dallu, Dallu, Kathmandu"
Kathmandu,17800000,7,0,2,N/A,0-3-1-0 Aana,15 Feet ,"Bhangal, Sundarbasti, Budhanilkantha, Kathmandu"
Kathmandu,29000000,5,3,2.5,N/A,4 Aana,15 Feet ,"Golfutar, Golfutar, Kathmandu"
Kathmandu,2400000,0,0,N/A,N/A,0-4-1-1 Ropani,14 Feet ,"Nearby, Ganesh Chowk, Chapali, Kathmandu"
Kathmandu,2100000,0,0,N/A,N/A,2-13-0-0 Ropani,16 Feet,"Chapali, Chapali, Kathmandu"
Lalitpur,1.55E+11,0,0,2,2000,1-12-0-0 Aana,32 Feet ,"Jawalakhel, Lalitpur, Jawalakhel, Lalitpur"
Kathmandu,6750000,7,5,3,N/A,0-13-1-2 Ropani,15 Feet ,"Nearby, Makalu Petrol Pump, Kalanki, Kathmandu"
Lalitpur,9000000,0,0,N/A,N/A,0-3-2-0 Aana,12 Feet ,"Bhainsepati, Lalitpur, Bhaisepati, Lalitpur"
Kathmandu,400000,5,4,3,2044,25 Aana,16 Feet ,"Kholagal Marg Near Uttar Dhoka Marg, (North of Narayanhiti Sangrahalaya), Lazimpat, Kathmandu"
Kathmandu,3500000,0,0,N/A,N/A,0-4-2-0 Ropani,10 Feet ,"Near Kohinoor Housing, Bafal, Kathmandu"
Kathmandu,45000000,0,0,4,2025,0-4-2-3 Ropani,9 Meter ,"373 Pachali Marg, Teku, Kathmandu"
Kathmandu,2500000,0,0,N/A,N/A,420 Sq. Feet,15 Feet ,"Himalayan Bank Building, Baneshwor, Kathmandu"
Kathmandu,4100000,0,0,N/A,N/A,10 Aana,15 Feet ,"Hepali Height, Budhanilkantha, Kathmandu"
Kathmandu,51000000,0,0,3,N/A,8 Aana,15 Feet ,"Mandikatar Height, Mandikatar, Kathmandu"
Kailali,6700000,0,0,N/A,N/A,12 Dhur,33 Feet ,"Dhangadhi, Kailali, Dhangadhi, Kailali"
Kathmandu,550000,0,0,N/A,N/A,5-0-0-0 Ropani,9 Meter ,"Balaju tenpepale ktm., Balaju, Kathmandu"
Kathmandu,29000000,0,0,3,2076,0-5-0-3 Aana,20 Feet ,"Budhanilkantha, Muhanpokhari, Budhanilkantha, Kathmandu"
Kathmandu,9.90E+13,0,0,N/A,N/A,3 Aana,12 Feet ,"Dhapasi, Kathmandu, Dhapasi, Kathmandu"
Bhaktapur,1900000,0,0,N/A,N/A,0-4-2-1 Aana,13 Feet ,"Balkot Bkaktapur, Balkot, Bhaktapur"
Bhaktapur,75000000,0,0,5,2075,0-6-2-0 Aana,20 Feet ,"Gathaghar, Bhaktapur, Gatthaghar, Bhaktapur"
Kathmandu,26500000,0,0,3,N/A,3.5 Aana,12 Feet,"Basundhara, Basundhara, Kathmandu"
Pokhara,36500000,0,0,3,2074,6.5 Aana,20 Feet ,"Pokhara -11 ranipauwa, Mahendrapul, Pokhara"
Kathmandu,41000000,0,0,3,2075,4 Aana,12 Feet ,"Balkhu, Balkhu, Kathmandu"
Lalitpur,40000000,0,0,N/A,N/A,6-8-0-0 Aana,13 Feet ,"Badikhel, godawari, Godawari, Lalitpur"
Pokhara,5600000,0,0,N/A,N/A,8-2-0-0 Ropani,14 Feet ,"Hemja, Milan Chowk-8, Pokhara, Pokhara, Pokhara"
Lalitpur,40000,0,0,N/A,N/A,500 Sq. Feet,20 Feet ,"Patan Dhoka, Patandokha, Lalitpur"
Kathmandu,30000000,0,0,3,N/A,6 Aana,12 Feet,"Basundhara, Basundhara, Kathmandu"
Kathmandu,14200000,4,2,2,N/A,0-3-1-0 Aana,13 Feet,"Bhutkhel Park, Tokha, Kathmandu"
Kathmandu,5500000,0,0,N/A,N/A,8 Aana,13 Feet,"Nearby Samakhusi Town Planning, Samakhusi, Kathmandu"
Bhaktapur,1700000,0,0,N/A,N/A,3 Aana,15 Feet ,"Sipadol, Jagati, Bhaktapur"
Lalitpur,75,0,0,6,2076,1-0-1 Ropani,12 Feet ,"Jhamshikhel, Lalitpur -5, Jhamsikhel, Lalitpur"
